id,female,grade,bio2,ret,course,gen2,org2,phys2,mcat,gender
7713,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7714,1,2.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
7715,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7716,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7718,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7719,0,2,req_bio2,0,Bio,NA,NA,NA,NA,Male
7721,1,3,req_bio2,0,Bio,NA,NA,NA,NA,Female
7722,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7723,1,0,req_bio2,0,Bio,NA,NA,NA,NA,Female
7724,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7725,1,1.25,req_bio2,0,Bio,NA,NA,NA,NA,Female
7726,0,3,req_bio2,0,Bio,NA,NA,NA,NA,Male
7728,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7730,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7733,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7734,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7737,1,1.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
7738,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7739,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7741,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7742,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7743,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
7744,1,3,req_bio2,0,Bio,NA,NA,NA,NA,Female
7745,1,2.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
7746,1,1,req_bio2,0,Bio,NA,NA,NA,NA,Female
7747,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7748,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7750,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7751,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7752,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
7755,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7756,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7757,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7758,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7760,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
7761,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
7763,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7764,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7767,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
7769,0,2.25,req_bio2,0,Bio,NA,NA,NA,NA,Male
7771,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7772,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7773,1,2,req_bio2,0,Bio,NA,NA,NA,NA,Female
7774,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7776,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7778,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7781,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7782,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7783,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7784,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7785,0,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7787,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
7788,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7789,1,1,req_bio2,0,Bio,NA,NA,NA,NA,Female
7792,0,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7793,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
7794,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7795,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
7796,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7797,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7798,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7799,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
7800,1,1,req_bio2,0,Bio,NA,NA,NA,NA,Female
7801,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
7802,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7803,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7804,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
7805,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
7806,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7807,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7808,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7809,0,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7810,1,2,req_bio2,0,Bio,NA,NA,NA,NA,Female
7812,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7813,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7814,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7815,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7816,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7817,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7818,1,3,req_bio2,0,Bio,NA,NA,NA,NA,Female
7819,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7821,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7824,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7825,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7827,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
7828,1,1,req_bio2,0,Bio,NA,NA,NA,NA,Female
7830,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7832,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
7833,0,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7834,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7837,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7838,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7839,1,2,req_bio2,0,Bio,NA,NA,NA,NA,Female
7840,0,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7841,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7842,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7843,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7844,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7845,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7846,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7848,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7849,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7850,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7851,1,2.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
7852,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7854,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7858,1,1,req_bio2,0,Bio,NA,NA,NA,NA,Female
7859,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7860,0,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7861,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7862,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
7865,1,1,req_bio2,0,Bio,NA,NA,NA,NA,Female
7866,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
7867,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7868,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7869,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7870,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
7872,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
7873,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7875,0,3,req_bio2,0,Bio,NA,NA,NA,NA,Male
7877,1,2.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
7879,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7880,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7885,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7888,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7889,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7890,1,3.25,req_bio2,0,Bio,NA,NA,NA,NA,Female
7892,1,3,req_bio2,0,Bio,NA,NA,NA,NA,Female
7893,0,1.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7895,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7897,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7898,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
7900,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7902,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7903,1,3.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
7904,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7906,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7908,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7909,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
7910,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7912,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7914,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7916,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7919,1,3.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
7920,1,1,req_bio2,0,Bio,NA,NA,NA,NA,Female
7921,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
7922,0,4,req_bio2,0,Bio,NA,NA,NA,NA,Male
7923,1,3,req_bio2,0,Bio,NA,NA,NA,NA,Female
7924,1,3,req_bio2,0,Bio,NA,NA,NA,NA,Female
7925,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7926,1,2.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
7927,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7928,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7929,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7930,0,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7931,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
7932,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7935,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7936,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7937,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7938,1,2.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
7939,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7940,0,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7941,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7945,1,1,req_bio2,0,Bio,NA,NA,NA,NA,Female
7946,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
7947,1,2.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
7948,1,1.25,req_bio2,0,Bio,NA,NA,NA,NA,Female
7949,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7950,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7951,1,2,req_bio2,0,Bio,NA,NA,NA,NA,Female
7952,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7953,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7954,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7956,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7958,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7959,0,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7960,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7961,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7962,1,0.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
7963,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7965,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7967,1,0,req_bio2,0,Bio,NA,NA,NA,NA,Female
7970,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7971,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
7973,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
7974,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
7975,1,1,req_bio2,0,Bio,NA,NA,NA,NA,Female
7976,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7980,0,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7981,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
7982,1,2,req_bio2,0,Bio,NA,NA,NA,NA,Female
7983,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7984,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7985,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
7986,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
7987,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
7989,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7990,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7992,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
7993,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
7994,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
7995,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
7996,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
7997,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
7998,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8002,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8004,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8007,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8008,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8009,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8010,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8011,0,3,req_bio2,0,Bio,NA,NA,NA,NA,Male
8012,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8014,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8018,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8020,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
8023,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
8025,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8026,1,3.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
8027,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
8028,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8029,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8030,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8031,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
8032,0,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
8033,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8034,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8035,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8038,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8039,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
8040,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
8041,1,2,req_bio2,0,Bio,NA,NA,NA,NA,Female
8042,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8043,0,1.75,req_bio2,0,Bio,NA,NA,NA,NA,Male
8044,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8046,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
8047,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8048,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
8049,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8053,1,3,req_bio2,0,Bio,NA,NA,NA,NA,Female
8054,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
8055,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
8056,1,2,req_bio2,0,Bio,NA,NA,NA,NA,Female
8057,1,4,req_bio2,0,Bio,NA,NA,NA,NA,Female
8058,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8059,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8061,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
8062,1,3,req_bio2,0,Bio,NA,NA,NA,NA,Female
8064,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8065,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8068,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8069,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8070,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
8072,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8073,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
8074,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8076,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8077,0,1.25,req_bio2,0,Bio,NA,NA,NA,NA,Male
8080,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
8082,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
8084,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
8085,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8086,1,1.25,req_bio2,0,Bio,NA,NA,NA,NA,Female
8088,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8089,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8090,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8091,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8092,1,1.25,req_bio2,0,Bio,NA,NA,NA,NA,Female
8096,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8097,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8098,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8100,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8102,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8104,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8106,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8107,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8108,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8111,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8112,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8113,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8114,0,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
8116,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
8117,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8118,1,2.25,req_bio2,0,Bio,NA,NA,NA,NA,Female
8119,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8121,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8123,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8124,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8125,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
8126,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8128,1,2,req_bio2,0,Bio,NA,NA,NA,NA,Female
8129,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8130,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8132,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
8133,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8135,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8136,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8137,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8138,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8139,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8140,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8141,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8143,0,2,req_bio2,0,Bio,NA,NA,NA,NA,Male
8144,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8145,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
8147,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8148,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8150,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
8151,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8152,1,2.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
8153,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8155,0,0.75,req_bio2,0,Bio,NA,NA,NA,NA,Male
8156,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8157,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8161,1,1.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8163,0,1.75,req_bio2,0,Bio,NA,NA,NA,NA,Male
8164,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8165,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
8166,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8167,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
8170,0,1.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
8171,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8172,0,2,req_bio2,0,Bio,NA,NA,NA,NA,Male
8173,1,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8174,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8175,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8177,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8178,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8179,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8180,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8182,1,3,req_bio2,0,Bio,NA,NA,NA,NA,Female
8183,0,1,req_bio2,0,Bio,NA,NA,NA,NA,Male
8184,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8185,1,1,req_bio2,0,Bio,NA,NA,NA,NA,Female
8186,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8187,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8188,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8189,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8190,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8191,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8192,1,2,req_bio2,0,Bio,NA,NA,NA,NA,Female
8193,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8194,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
8195,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8196,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
8197,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
8198,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8199,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8200,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8201,0,4,req_bio2,0,Bio,NA,NA,NA,NA,Male
8202,1,3,req_bio2,0,Bio,NA,NA,NA,NA,Female
8203,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8204,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8205,0,4,req_bio2,1,Bio,NA,NA,NA,NA,Male
8207,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8209,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8210,1,1,req_bio2,0,Bio,NA,NA,NA,NA,Female
8214,0,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Male
8215,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8217,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8218,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8219,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8220,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
8221,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8222,0,1.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
8223,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8224,1,2,req_bio2,0,Bio,NA,NA,NA,NA,Female
8225,1,0,req_bio2,0,Bio,NA,NA,NA,NA,Female
8226,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8227,0,2,req_bio2,1,Bio,NA,NA,NA,NA,Male
8229,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8234,0,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
8235,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8236,0,2,req_bio2,0,Bio,NA,NA,NA,NA,Male
8238,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
8239,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8240,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8241,1,0,req_bio2,1,Bio,NA,NA,NA,NA,Female
8242,1,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Female
8244,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8245,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8246,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8248,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8249,1,2,req_bio2,0,Bio,NA,NA,NA,NA,Female
8250,1,2.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
8251,1,3.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8252,0,3.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
8253,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8256,1,2.25,req_bio2,1,Bio,NA,NA,NA,NA,Female
8257,1,2.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
8258,0,2.75,req_bio2,1,Bio,NA,NA,NA,NA,Male
8261,1,4,req_bio2,1,Bio,NA,NA,NA,NA,Female
8262,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8264,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8266,1,3,req_bio2,1,Bio,NA,NA,NA,NA,Female
8267,0,3,req_bio2,1,Bio,NA,NA,NA,NA,Male
8268,1,2.75,req_bio2,0,Bio,NA,NA,NA,NA,Female
8269,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
8270,0,2,req_bio2,0,Bio,NA,NA,NA,NA,Male
8272,1,2,req_bio2,1,Bio,NA,NA,NA,NA,Female
