id,female,grade,bio2,ret,course,gen2,org2,phys2,mcat,gender
374,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
377,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
378,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
387,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
394,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
396,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
397,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
398,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
402,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
404,1,2.75,NA,0,OChem,NA,req_org2,NA,NA,Female
406,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
407,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
410,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
411,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
412,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
414,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
416,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
417,1,1,NA,0,OChem,NA,req_org2,NA,NA,Female
420,1,1.25,NA,0,OChem,NA,req_org2,NA,NA,Female
421,1,3.25,NA,1,OChem,NA,req_org2,NA,NA,Female
422,1,0,NA,0,OChem,NA,req_org2,NA,NA,Female
424,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
427,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
428,1,1.75,NA,1,OChem,NA,req_org2,NA,NA,Female
430,1,3.75,NA,0,OChem,NA,req_org2,NA,NA,Female
432,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
436,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
439,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
440,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
444,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
446,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
448,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
452,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
453,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
454,0,2.25,NA,0,OChem,NA,req_org2,NA,NA,Male
457,0,1.75,NA,1,OChem,NA,req_org2,NA,NA,Male
458,1,2.75,NA,0,OChem,NA,req_org2,NA,NA,Female
460,1,0,NA,0,OChem,NA,req_org2,NA,NA,Female
465,0,2,NA,0,OChem,NA,req_org2,NA,NA,Male
468,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
469,1,3.25,NA,1,OChem,NA,req_org2,NA,NA,Female
470,0,3,NA,0,OChem,NA,req_org2,NA,NA,Male
473,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
476,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
477,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
481,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
482,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
487,1,3.25,NA,1,OChem,NA,req_org2,NA,NA,Female
488,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
490,0,1.75,NA,0,OChem,NA,req_org2,NA,NA,Male
492,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
493,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
495,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
496,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
497,1,1,NA,0,OChem,NA,req_org2,NA,NA,Female
499,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
501,0,1.25,NA,0,OChem,NA,req_org2,NA,NA,Male
502,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
503,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
507,0,1.25,NA,0,OChem,NA,req_org2,NA,NA,Male
508,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
513,1,3.25,NA,1,OChem,NA,req_org2,NA,NA,Female
516,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
517,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
520,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
521,1,3,NA,0,OChem,NA,req_org2,NA,NA,Female
525,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
526,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
528,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
532,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
533,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
537,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
539,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
541,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
543,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
550,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
554,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
557,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
558,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
560,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
561,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
562,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
563,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
564,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
570,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
572,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
577,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
578,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
579,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
582,1,3.25,NA,1,OChem,NA,req_org2,NA,NA,Female
584,0,2.25,NA,0,OChem,NA,req_org2,NA,NA,Male
585,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
586,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
587,0,3,NA,0,OChem,NA,req_org2,NA,NA,Male
588,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
593,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
596,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
597,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
598,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
599,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
601,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
602,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
603,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
605,1,3,NA,0,OChem,NA,req_org2,NA,NA,Female
606,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
607,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
609,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
611,0,0.75,NA,0,OChem,NA,req_org2,NA,NA,Male
614,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
615,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
616,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
619,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
622,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
624,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
628,1,3.25,NA,1,OChem,NA,req_org2,NA,NA,Female
629,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
630,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
631,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
633,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
635,0,0,NA,0,OChem,NA,req_org2,NA,NA,Male
637,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
640,1,3.25,NA,1,OChem,NA,req_org2,NA,NA,Female
642,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
646,0,1,NA,1,OChem,NA,req_org2,NA,NA,Male
655,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
656,0,0,NA,0,OChem,NA,req_org2,NA,NA,Male
659,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
660,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
663,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
664,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
665,1,1,NA,1,OChem,NA,req_org2,NA,NA,Female
666,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
667,1,1.25,NA,1,OChem,NA,req_org2,NA,NA,Female
668,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
670,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
671,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
672,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
676,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
677,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
679,0,1,NA,1,OChem,NA,req_org2,NA,NA,Male
680,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
682,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
683,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
686,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
687,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
693,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
694,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
695,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
698,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
701,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
702,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
703,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
705,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
708,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
710,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
711,0,1,NA,1,OChem,NA,req_org2,NA,NA,Male
715,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
721,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
724,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
726,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
727,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
732,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
733,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
735,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
737,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
738,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
739,1,1,NA,0,OChem,NA,req_org2,NA,NA,Female
741,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
753,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
754,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
756,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
757,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
758,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
759,0,1,NA,0,OChem,NA,req_org2,NA,NA,Male
765,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
772,1,3.25,NA,1,OChem,NA,req_org2,NA,NA,Female
773,1,3.75,NA,0,OChem,NA,req_org2,NA,NA,Female
774,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
776,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
779,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
781,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
782,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
784,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
787,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
788,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
790,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
792,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
794,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
795,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
796,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
799,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
800,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
801,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
802,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
803,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
805,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
811,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
812,1,1.25,NA,0,OChem,NA,req_org2,NA,NA,Female
813,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
814,1,1.75,NA,1,OChem,NA,req_org2,NA,NA,Female
815,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
816,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
822,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
824,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
828,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
829,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
830,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
831,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
832,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
833,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
838,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
843,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
844,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
845,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
847,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
849,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
856,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
857,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
858,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
860,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
862,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
864,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
867,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
868,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
870,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
871,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
873,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
875,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
877,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
880,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
887,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
889,1,2,NA,0,OChem,NA,req_org2,NA,NA,Female
891,0,1,NA,1,OChem,NA,req_org2,NA,NA,Male
895,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
901,0,1.75,NA,1,OChem,NA,req_org2,NA,NA,Male
902,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
903,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
905,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
907,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
908,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
911,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
916,0,2,NA,0,OChem,NA,req_org2,NA,NA,Male
922,1,4,NA,0,OChem,NA,req_org2,NA,NA,Female
926,1,0,NA,0,OChem,NA,req_org2,NA,NA,Female
928,1,2,NA,0,OChem,NA,req_org2,NA,NA,Female
929,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
931,1,3,NA,0,OChem,NA,req_org2,NA,NA,Female
933,1,3,NA,0,OChem,NA,req_org2,NA,NA,Female
934,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
936,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
937,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
939,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
940,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
941,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
943,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
953,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
956,0,2,NA,0,OChem,NA,req_org2,NA,NA,Male
957,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
962,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
963,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
966,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
967,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
968,1,1,NA,0,OChem,NA,req_org2,NA,NA,Female
973,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
974,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
975,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
976,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
977,0,1.75,NA,0,OChem,NA,req_org2,NA,NA,Male
979,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
980,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
983,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
985,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
988,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
989,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
991,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
994,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
997,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
998,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
999,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1000,0,2,NA,0,OChem,NA,req_org2,NA,NA,Male
1002,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1004,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
1007,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
1009,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
1011,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1012,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1014,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1015,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
1016,1,3.75,NA,0,OChem,NA,req_org2,NA,NA,Female
1017,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
1018,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
1020,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
1022,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
1034,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
1036,1,1,NA,0,OChem,NA,req_org2,NA,NA,Female
1038,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
1041,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
1044,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1048,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1053,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
1060,1,3.25,NA,0,OChem,NA,req_org2,NA,NA,Female
1063,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
1064,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1065,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
1068,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1072,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
1073,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
1074,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
1078,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1081,1,1.75,NA,0,OChem,NA,req_org2,NA,NA,Female
1090,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
1092,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1093,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1099,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
1100,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
1101,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1104,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
1108,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
1111,1,3.75,NA,0,OChem,NA,req_org2,NA,NA,Female
1112,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1114,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1116,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
1117,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1118,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
1121,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1122,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
1128,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1130,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1136,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1140,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
1142,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1143,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1145,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
1146,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
1147,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1151,1,2,NA,0,OChem,NA,req_org2,NA,NA,Female
1152,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
1154,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1155,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1156,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1157,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
1158,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
1159,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1161,0,1,NA,1,OChem,NA,req_org2,NA,NA,Male
1162,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1164,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1168,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
1170,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
1171,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1172,0,3,NA,0,OChem,NA,req_org2,NA,NA,Male
1173,1,3.75,NA,0,OChem,NA,req_org2,NA,NA,Female
1177,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1178,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1180,0,1.75,NA,0,OChem,NA,req_org2,NA,NA,Male
1185,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1187,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1188,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
1193,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
1194,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1196,1,1.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1199,1,3,NA,0,OChem,NA,req_org2,NA,NA,Female
1202,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1204,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1210,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
1212,1,2,NA,0,OChem,NA,req_org2,NA,NA,Female
1214,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
1217,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1218,1,2.75,NA,0,OChem,NA,req_org2,NA,NA,Female
1219,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
1225,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1226,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1234,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1235,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1240,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
1242,1,1,NA,0,OChem,NA,req_org2,NA,NA,Female
1244,1,3,NA,0,OChem,NA,req_org2,NA,NA,Female
1245,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
1246,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1249,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1250,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
1252,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1254,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
1256,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1257,1,3.25,NA,1,OChem,NA,req_org2,NA,NA,Female
1259,0,2.25,NA,1,OChem,NA,req_org2,NA,NA,Male
1261,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1262,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1263,0,3.75,NA,1,OChem,NA,req_org2,NA,NA,Male
1269,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
1271,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1274,0,0.75,NA,0,OChem,NA,req_org2,NA,NA,Male
1275,1,3,NA,0,OChem,NA,req_org2,NA,NA,Female
1277,1,2.25,NA,1,OChem,NA,req_org2,NA,NA,Female
1279,0,1.75,NA,1,OChem,NA,req_org2,NA,NA,Male
1280,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1281,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1287,1,3.25,NA,1,OChem,NA,req_org2,NA,NA,Female
1288,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1289,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1291,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1292,0,2.25,NA,0,OChem,NA,req_org2,NA,NA,Male
1294,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1296,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1297,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1299,1,3.25,NA,1,OChem,NA,req_org2,NA,NA,Female
1301,1,3.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1303,0,4,NA,1,OChem,NA,req_org2,NA,NA,Male
1304,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
1308,1,1,NA,1,OChem,NA,req_org2,NA,NA,Female
1310,0,2.75,NA,1,OChem,NA,req_org2,NA,NA,Male
1311,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
1313,1,3,NA,1,OChem,NA,req_org2,NA,NA,Female
1317,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
1319,0,3.25,NA,1,OChem,NA,req_org2,NA,NA,Male
1323,1,3.25,NA,1,OChem,NA,req_org2,NA,NA,Female
1324,0,3,NA,1,OChem,NA,req_org2,NA,NA,Male
1325,1,2.75,NA,1,OChem,NA,req_org2,NA,NA,Female
1326,1,4,NA,1,OChem,NA,req_org2,NA,NA,Female
1329,1,2,NA,0,OChem,NA,req_org2,NA,NA,Female
1330,0,2,NA,1,OChem,NA,req_org2,NA,NA,Male
1331,1,2,NA,1,OChem,NA,req_org2,NA,NA,Female
